,ticker,start_date,end_date,filing_date,fiscal_year,time_frame,source_filing_url
0000788329:2020:FY,JOUT,2019-09-28,2020-10-02,2020-12-11,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-20-028143
0000788329:2021:FY,JOUT,2020-10-03,2021-10-01,2021-12-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-21-041217
0000788329:2022:FY,JOUT,2021-10-02,2022-09-30,2022-12-09,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-22-045097
0000019617:2009:FY,JPM,2009-01-01,2009-12-31,2010-02-24,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-10-016029
0000019617:2011:FY,JPM,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-12-000163
0000019617:2012:FY,JPM,2012-01-01,2012-12-31,2013-02-28,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-13-000221
0000019617:2013:FY,JPM,2013-01-01,2013-12-31,2014-02-20,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-14-000289
0000019617:2014:FY,JPM,2014-01-01,2014-12-31,2015-02-24,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-15-000272
0000019617:2015:FY,JPM,2015-01-01,2015-12-31,2016-02-23,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-16-000902
0000019617:2016:FY,JPM,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-17-000314
0000019617:2017:FY,JPM,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-18-000057
0000019617:2018:FY,JPM,2018-01-01,2018-12-31,2019-02-26,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-19-000054
0000019617:2019:FY,JPM,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-20-000257
0000019617:2020:FY,JPM,2020-01-01,2020-12-31,2021-02-23,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-21-000236
0000019617:2021:FY,JPM,2021-01-01,2021-12-31,2022-02-22,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000019617-22-000272
0001620459:2015:FY,JRVR,2015-01-01,2015-12-31,2016-03-10,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001571049-16-012907
0001620459:2016:FY,JRVR,2016-01-01,2016-12-31,2017-03-10,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001571049-17-002295
0001620459:2017:FY,JRVR,2017-01-01,2017-12-31,2018-03-01,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-18-002654
0001620459:2018:FY,JRVR,2018-01-01,2018-12-31,2019-02-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001620459-19-000052
0001620459:2019:FY,JRVR,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001620459-20-000061
0001620459:2020:FY,JRVR,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001620459-21-000053
0001620459:2021:FY,JRVR,2021-01-01,2021-12-31,2022-03-01,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001620459-22-000015
0000072333:2011:FY,JWN,2010-01-31,2011-01-29,2011-03-18,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-071211
0000072333:2012:FY,JWN,2011-01-30,2012-01-28,2012-03-16,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-119641
0000072333:2013:FY,JWN,2012-01-29,2013-02-02,2013-03-18,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-13-000039
0000072333:2014:FY,JWN,2013-02-03,2014-02-01,2014-03-17,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-14-000036
0000072333:2015:FY,JWN,2014-02-02,2015-01-31,2015-03-16,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-15-000041
0000072333:2016:FY,JWN,2015-02-01,2016-01-30,2016-03-14,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-16-000260
0000072333:2017:FY,JWN,2016-01-31,2017-01-28,2017-03-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-17-000071
0000072333:2018:FY,JWN,2017-01-29,2018-02-03,2018-03-19,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-18-000049
0000072333:2019:FY,JWN,2018-02-04,2019-02-02,2019-03-18,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-19-000060
0000072333:2020:FY,JWN,2019-02-03,2020-02-01,2020-03-20,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-20-000078
0000072333:2021:FY,JWN,2020-02-02,2021-01-30,2021-03-16,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-21-000099
0000072333:2022:FY,JWN,2021-01-31,2022-01-29,2022-03-11,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000072333-22-000060
0001822993:2021:FY,JXN,2021-01-01,2021-12-31,2022-03-07,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001822993-22-000009
0001612630:2014:FY,JYNT,2014-01-01,2014-12-31,2015-03-20,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-15-001550
0001612630:2015:FY,JYNT,2015-01-01,2015-12-31,2016-03-17,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-16-008640
0001612630:2016:FY,JYNT,2016-01-01,2016-12-31,2017-03-10,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-17-001428
0001612630:2017:FY,JYNT,2017-01-01,2017-12-31,2018-03-09,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-18-001818
0001612630:2018:FY,JYNT,2018-01-01,2018-12-31,2019-03-11,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001171843-19-001609
0001612630:2019:FY,JYNT,2019-01-01,2019-12-31,2020-03-06,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-20-003113
0001612630:2020:FY,JYNT,2020-01-01,2020-12-31,2021-03-05,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-21-004004
0001612630:2021:FY,JYNT,2021-01-01,2021-12-31,2022-03-14,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-005982
0000055067:2010:FY,K,2009-01-04,2010-01-02,2010-02-26,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-042654
0000055067:2011:FY,K,2011-01-02,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-085976
0000055067:2012:FY,K,2012-01-01,2012-12-29,2013-02-26,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-075288
0000055067:2013:FY,K,2012-12-30,2013-12-28,2014-02-24,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-065068
0000055067:2014:FY,K,2013-12-29,2015-01-03,2015-02-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-062865
0000055067:2016:FY,K,2016-01-03,2016-12-31,2017-02-21,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-17-001510
0000055067:2017:FY,K,2017-01-01,2017-12-30,2018-02-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-18-001872
0000055067:2018:FY,K,2017-12-31,2018-12-29,2019-02-25,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-19-001864
0000055067:2019:FY,K,2018-12-30,2019-12-28,2020-02-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-20-002113
0000055067:2020:FY,K,2019-12-29,2021-01-02,2021-02-22,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-21-002660
0000886346:2011:FY,KAI,2011-01-02,2011-12-31,2012-03-14,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-114609
0000886346:2012:FY,KAI,2012-01-01,2012-12-29,2013-03-13,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-13-012297
0000886346:2013:FY,KAI,2012-12-30,2013-12-28,2014-03-12,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-14-000013
0000886346:2014:FY,KAI,2013-12-29,2015-01-03,2015-03-18,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-15-000088
0000886346:2016:FY,KAI,2016-01-03,2016-12-31,2017-03-15,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-17-000054
0000886346:2017:FY,KAI,2017-01-01,2017-12-30,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-18-000018
0000886346:2018:FY,KAI,2017-12-31,2018-12-29,2019-02-26,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-19-000019
0000886346:2019:FY,KAI,2018-12-30,2019-12-28,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-20-000019
0000886346:2020:FY,KAI,2019-12-29,2021-01-02,2021-03-02,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000886346-21-000021
0000811596:2011:FY,KALU,2011-01-01,2011-12-31,2012-02-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-12-000020
0000811596:2012:FY,KALU,2012-01-01,2012-12-31,2013-02-21,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-13-000019
0000811596:2013:FY,KALU,2013-01-01,2013-12-31,2014-02-18,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-14-000008
0000811596:2014:FY,KALU,2014-01-01,2014-12-31,2015-02-20,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-15-000011
0000811596:2015:FY,KALU,2015-01-01,2015-12-31,2016-02-22,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-16-000073
0000811596:2016:FY,KALU,2016-01-01,2016-12-31,2017-02-22,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-17-000008
0000811596:2017:FY,KALU,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-18-000011
0000811596:2018:FY,KALU,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-19-000009
0000811596:2019:FY,KALU,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000811596-20-000010
0000811596:2020:FY,KALU,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-009132
0000811596:2021:FY,KALU,2021-01-01,2021-12-31,2022-03-01,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-008034
0001348911:2017:FY,KALV,2016-05-01,2017-04-30,2017-07-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-17-014286
0001348911:2018:FY,KALV,2017-05-01,2018-04-30,2018-07-30,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-017915
0001348911:2019:FY,KALV,2018-05-01,2019-04-30,2019-07-16,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-025009
0001348911:2020:FY,KALV,2019-05-01,2020-04-30,2020-07-01,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-031501
0001348911:2021:FY,KALV,2020-05-01,2021-04-30,2021-07-13,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-036441
0001348911:2022:FY,KALV,2021-05-01,2022-04-30,2022-07-07,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-012521
0000054381:2011:FY,KAMN,2011-01-01,2011-12-31,2012-02-27,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-12-000016
0000054381:2012:FY,KAMN,2012-01-01,2012-12-31,2013-02-25,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-13-000015
0000054381:2013:FY,KAMN,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-14-000010
0000054381:2014:FY,KAMN,2014-01-01,2014-12-31,2015-02-23,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-15-000011
0000054381:2015:FY,KAMN,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-16-000074
0000054381:2016:FY,KAMN,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-17-000007
0000054381:2017:FY,KAMN,2017-01-01,2017-12-31,2018-02-27,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-18-000010
0000054381:2018:FY,KAMN,2018-01-01,2018-12-31,2019-02-25,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-19-000009
0000054381:2019:FY,KAMN,2019-01-01,2019-12-31,2020-02-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-20-000008
0000054381:2020:FY,KAMN,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-21-000010
0000054381:2021:FY,KAMN,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000054381-22-000011
0001395942:2011:FY,KAR,2011-01-01,2011-12-31,2012-02-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-001790
0001395942:2012:FY,KAR,2012-01-01,2012-12-31,2013-02-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-13-001492
0001395942:2013:FY,KAR,2013-01-01,2013-12-31,2014-02-19,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-14-000039
0001395942:2014:FY,KAR,2014-01-01,2014-12-31,2015-02-18,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-15-000034
0001395942:2015:FY,KAR,2015-01-01,2015-12-31,2016-02-18,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-16-000261
0001395942:2016:FY,KAR,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-17-000034
0001395942:2017:FY,KAR,2017-01-01,2017-12-31,2018-02-21,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-18-000028
0001395942:2018:FY,KAR,2018-01-01,2018-12-31,2019-02-21,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-19-000016
0001395942:2019:FY,KAR,2019-01-01,2019-12-31,2020-02-19,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-20-000018
0001395942:2020:FY,KAR,2020-01-01,2020-12-31,2021-02-18,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-21-000006
0001395942:2021:FY,KAR,2021-01-01,2021-12-31,2022-02-23,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001395942-22-000009
0000055772:2015:FY,KBAL,2014-07-01,2015-06-30,2015-08-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-15-000026
0000055772:2016:FY,KBAL,2015-07-01,2016-06-30,2016-08-30,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-16-000064
0000055772:2017:FY,KBAL,2016-07-01,2017-06-30,2017-08-29,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-17-000020
0000055772:2018:FY,KBAL,2017-07-01,2018-06-30,2018-08-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-18-000022
0000055772:2019:FY,KBAL,2018-07-01,2019-06-30,2019-08-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-19-000027
0000055772:2020:FY,KBAL,2019-07-01,2020-06-30,2020-08-28,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-20-000108
0000055772:2021:FY,KBAL,2020-07-01,2021-06-30,2021-08-31,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-21-000119
0000055772:2022:FY,KBAL,2021-07-01,2022-06-30,2022-08-31,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000055772-22-000102
0000795266:2010:FY,KBH,2009-12-01,2010-11-30,2011-01-31,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-007291
0000795266:2011:FY,KBH,2010-12-01,2011-11-30,2012-01-30,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-028044
0000795266:2012:FY,KBH,2011-12-01,2012-11-30,2013-01-18,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-13-000005
0000795266:2013:FY,KBH,2012-12-01,2013-11-30,2014-01-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-14-000007
0000795266:2014:FY,KBH,2013-12-01,2014-11-30,2015-01-22,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-15-000006
0000795266:2015:FY,KBH,2014-12-01,2015-11-30,2016-01-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-16-000089
0000795266:2016:FY,KBH,2015-12-01,2016-11-30,2017-01-27,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-17-000006
0000795266:2017:FY,KBH,2016-12-01,2017-11-30,2018-01-26,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-18-000005
0000795266:2018:FY,KBH,2017-12-01,2018-11-30,2019-01-24,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-19-000005
0000795266:2019:FY,KBH,2018-12-01,2019-11-30,2020-01-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-20-000007
0000795266:2020:FY,KBH,2019-12-01,2020-11-30,2021-01-22,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-21-000012
0000795266:2021:FY,KBH,2020-12-01,2021-11-30,2022-01-21,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000795266-22-000010
0001357615:2011:FY,KBR,2011-01-01,2011-12-31,2012-02-22,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-073017
0001357615:2012:FY,KBR,2012-01-01,2012-12-31,2013-02-20,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-13-000006
0001357615:2013:FY,KBR,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-14-000005
0001357615:2014:FY,KBR,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-15-000027
0001357615:2015:FY,KBR,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-16-000245
0001357615:2016:FY,KBR,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-17-000035
0001357615:2017:FY,KBR,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-18-000033
0001357615:2018:FY,KBR,2018-01-01,2018-12-31,2019-02-26,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-19-000030
0001357615:2019:FY,KBR,2019-01-01,2019-12-31,2020-02-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-20-000034
0001357615:2020:FY,KBR,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-21-000040
0001357615:2021:FY,KBR,2021-01-01,2021-12-31,2022-02-22,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001357615-22-000012
0001867072:2021:FY,KD,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-22-003291
0001435049:2020:FY,KDNY,2020-01-01,2020-12-31,2021-04-07,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-018017
0001435049:2021:FY,KDNY,2021-01-01,2021-12-31,2022-03-17,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-010862
0001418135:2018:FY,KDP,2018-01-01,2018-12-31,2019-02-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001418135-19-000007
0001418135:2019:FY,KDP,2019-01-01,2019-12-31,2020-02-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001418135-20-000007
0001418135:2020:FY,KDP,2020-01-01,2020-12-31,2021-02-25,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001418135-21-000005
0001418135:2021:FY,KDP,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001418135-22-000005
0001606757:2015:FY,KE,2014-07-01,2015-06-30,2015-08-28,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-15-000025
0001606757:2016:FY,KE,2015-07-01,2016-06-30,2016-08-25,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-16-000065
0001606757:2017:FY,KE,2016-07-01,2017-06-30,2017-08-29,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-17-000049
0001606757:2018:FY,KE,2017-07-01,2018-06-30,2018-08-28,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-18-000050
0001606757:2019:FY,KE,2018-07-01,2019-06-30,2019-08-27,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-19-000048
0001606757:2020:FY,KE,2019-07-01,2020-06-30,2020-08-27,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-20-000051
0001606757:2021:FY,KE,2020-07-01,2021-06-30,2021-08-27,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-21-000087
0001606757:2022:FY,KE,2021-07-01,2022-06-30,2022-08-30,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001606757-22-000042
0000055135:2017:FY,KELYA,2017-01-02,2017-12-31,2018-02-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000055135-18-000006
0000055135:2018:FY,KELYA,2018-01-01,2018-12-30,2019-02-14,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000055135-19-000006
0000055135:2019:FY,KELYA,2018-12-31,2019-12-29,2020-02-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000055135-20-000006
0000055135:2020:FY,KELYA,2019-12-30,2021-01-03,2021-02-18,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000055135-21-000004
0000055135:2022:FY,KELYA,2021-01-04,2022-01-02,2022-02-17,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000055135-22-000006
0000056047:2010:FY,KEX,2010-01-01,2010-12-31,2011-02-25,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-046507
0000056047:2011:FY,KEX,2011-01-01,2011-12-31,2012-02-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-083165
0000056047:2012:FY,KEX,2012-01-01,2012-12-31,2013-02-27,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-13-009529
0000056047:2013:FY,KEX,2013-01-01,2013-12-31,2014-02-24,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-14-009215
0000056047:2014:FY,KEX,2014-01-01,2014-12-31,2015-02-23,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-15-008395
0000056047:2015:FY,KEX,2015-01-01,2015-12-31,2016-02-22,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-16-054260
0000056047:2016:FY,KEX,2016-01-01,2016-12-31,2017-02-23,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-17-008777
0000056047:2017:FY,KEX,2017-01-01,2017-12-31,2018-02-26,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-18-010152
0000056047:2018:FY,KEX,2018-01-01,2018-12-31,2019-02-26,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-19-003795
0000056047:2019:FY,KEX,2019-01-01,2019-12-31,2020-02-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-20-003820
0000056047:2020:FY,KEX,2020-01-01,2020-12-31,2021-02-23,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-21-005871
0000056047:2021:FY,KEX,2021-01-01,2021-12-31,2022-02-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-001486
0000091576:2009:FY,KEY,2009-01-01,2009-12-31,2010-03-01,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-10-018789
0000091576:2010:FY,KEY,2010-01-01,2010-12-31,2011-02-24,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0000950123-11-017655
0000091576:2011:FY,KEY,2011-01-01,2011-12-31,2012-02-27,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-081648
0000091576:2012:FY,KEY,2012-01-01,2012-12-31,2013-02-26,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-076993
0000091576:2013:FY,KEY,2013-01-01,2013-12-31,2014-02-26,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-069018
0000091576:2014:FY,KEY,2014-01-01,2014-12-31,2015-03-02,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-072950
0000091576:2015:FY,KEY,2015-01-01,2015-12-31,2016-02-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-475914
0000091576:2016:FY,KEY,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-17-000013
0000091576:2017:FY,KEY,2017-01-01,2017-12-31,2018-02-26,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-18-000011
0000091576:2018:FY,KEY,2018-01-01,2018-12-31,2019-02-25,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-19-000009
0000091576:2019:FY,KEY,2019-01-01,2019-12-31,2020-02-26,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-20-000007
0000091576:2020:FY,KEY,2020-01-01,2020-12-31,2021-02-22,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-21-000044
0000091576:2021:FY,KEY,2021-01-01,2021-12-31,2022-02-22,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000091576-22-000029
0001601046:2015:FY,KEYS,2014-11-01,2015-10-31,2015-12-21,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-15-000044
0001601046:2016:FY,KEYS,2015-11-01,2016-10-31,2016-12-19,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-16-000077
0001601046:2017:FY,KEYS,2016-11-01,2017-10-31,2017-12-20,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-17-000033
0001601046:2018:FY,KEYS,2017-11-01,2018-10-31,2018-12-18,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-18-000030
0001601046:2019:FY,KEYS,2018-11-01,2019-10-31,2019-12-18,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-19-000110
0001601046:2020:FY,KEYS,2019-11-01,2020-10-31,2020-12-17,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-20-000154
0001601046:2021:FY,KEYS,2020-11-01,2021-10-31,2021-12-17,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-21-000197
0001601046:2022:FY,KEYS,2021-11-01,2022-10-31,2022-12-15,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0001601046-22-000161
0000930420:2011:FY,KFRC,2011-01-01,2011-12-31,2012-03-08,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-104162
0000930420:2012:FY,KFRC,2012-01-01,2012-12-31,2013-02-22,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-071575
0000930420:2013:FY,KFRC,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-073422
